batch_id	batch_name	cond	cell_nm	f_no_digestion	mean_f_fend_dup	max_chrom_cov_abber	f_trans	trans_align	total_contacts	cis_ab_comp	trans_ab_comp	passed_qc	mean_insu	ord	group	f_mitotic_band	f_near_band	far_mu	repli_score
3	1CDS1_2948	1CDS1	1CDS1_378	0.384320409	0.004583798	7.061800321	0.024494143	0.440470399	4695	-0.068315187	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_381	0.349705975	0.030700649	0.080962651	0.062692623	0.393114549	269633	0.104140129	0.037095999	1	2.267035779	446	early-S	0.095324595	0.776137187	26419209.72	1.222295515
4	1CDS1_2950	1CDS1	1CDS1_382	0.359864742	0.022108171	0.101789033	0.082632904	0.401511623	169182	0.172765025	0.015701628	1	2.456563454	283	early-S	0.124488328	0.710753402	22960621.7	1.143473168
4	1CDS1_2950	1CDS1	1CDS1_383	0.324173997	0.02149205	0.463931081	0.072992999	0.407447748	195552	0.139916042	0.028423265	1	2.551117226	213	early-S	0.124400642	0.707964091	22698612.45	1.034407956
4	1CDS1_2950	1CDS1	1CDS1_384	0.307362219	0.022866388	0.133304989	0.056567619	0.323775029	227533	0.101535094	0.041444521	1	2.481868067	121	G1	0.13283024	0.595930233	26331312.35	1.015725511
4	1CDS1_2950	1CDS1	1CDS1_385	0.288435164	0.032740225	0.294909516	0.065368171	0.387040725	298448	0.161724875	0.001527808	1	2.060224665	661	late-S/G2	0.089623552	0.81247463	22547365.44	1.187091167
4	1CDS1_2950	1CDS1	1CDS1_386	0.349876955	0.021269041	0.108515591	0.067043748	0.492158794	181746	0.069253685	0.001668306	1	2.423070887	172	early-S	0.151752468	0.647812718	23061682.4	1.078237806
4	1CDS1_2950	1CDS1	1CDS1_387	0.247429015	0.021585948	0.432734345	0.095679781	0.426326719	172606	0.178185741	0.036069938	1	2.234798945	359	early-S	0.125457175	0.73576141	22796137.71	1.213909402
4	1CDS1_2950	1CDS1	1CDS1_388	0.383952856	0.011695647	0.107499702	0.057381907	0.31716824	28685	0.124984492	-0.011998959	1	2.353425052	304	early-S	0.123069459	0.712622301	24111366.37	1.174581008
4	1CDS1_2950	1CDS1	1CDS1_391	0.370768416	0.023958091	0.360689899	0.066105167	0.398148329	175720	0.201616316	0.063257416	1	2.216665947	572	late-S/G2	0.095562252	0.797082591	21282042.57	1.301075259
4	1CDS1_2950	1CDS1	1CDS1_392	0.33775094	0.018349606	0.453366285	0.046646263	0.456409253	132658	0.073333396	0.039403722	1	2.261288	28	G1	0.233401398	0.465487903	17410817.63	1.032894073
4	1CDS1_2950	1CDS1	1CDS1_393	0.372689247	0.019666772	0.127713966	0.061128846	0.413895101	142534	0.079928276	0.066339118	1	2.210559228	67	G1	0.185829497	0.570929765	20042929.13	1.032604048
4	1CDS1_2950	1CDS1	1CDS1_394	0.361278824	0.021035253	0.229936165	0.087633288	0.324632036	155021	0.096144851	0.013873764	1	2.069148497	406	early-S	0.107666821	0.731847828	26149695.41	1.284999616
4	1CDS1_2950	1CDS1	1CDS1_395	0.28063922	0.027199902	0.54577205	0.069561572	0.329084413	243324	0.100181731	-0.00641939	1	2.299992486	456	early-S	0.095662251	0.758480096	27192608.55	1.280246264
4	1CDS1_2950	1CDS1	1CDS1_396	0.347566726	0.021714722	0.503506949	0.067567417	0.336467997	179258	0.1284389	0.051539449	1	2.245707447	384	early-S	0.118406686	0.73581567	23366977.16	1.250349289
4	1CDS1_2950	1CDS1	1CDS1_397	0.343307696	0.028276501	0.410436909	0.082533658	0.371015928	250831	0.093171298	0.036392062	1	2.142580125	435	early-S	0.103339825	0.752223959	23707809.08	1.263326794
4	1CDS1_2950	1CDS1	1CDS1_398	0.328916602	0.009822877	0.254123454	0.076084134	0.137994823	3851	-0.017156488	0.238828227	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_401	0.324040406	0.028525573	0.225665408	0.062168144	0.386464397	248037	0.173775606	0.050408314	1	2.095532912	579	late-S/G2	0.094442087	0.797955028	23783248.77	1.290180565
4	1CDS1_2950	1CDS1	1CDS1_402	0.310947881	0.018053544	0.649338083	0.079739252	0.353160422	115514	0.193943594	0.010908658	1	2.3648306	249	early-S	0.131997131	0.686539841	23469190.6	1.138319014
4	1CDS1_2950	1CDS1	1CDS1_403	0.347937131	0.019148219	0.670332453	0.070610454	0.470822248	180553	0.093389301	0.047032205	1	2.285188681	112	G1	0.145783631	0.57920298	26138981.89	1.016504955
4	1CDS1_2950	1CDS1	1CDS1_404	0.353909579	0.016389818	0.155323178	0.024802737	0.464551219	144097	0.065575234	0.04558237	1	2.226197165	29	G1	0.224981242	0.463354899	17572694.11	1.005359461
4	1CDS1_2950	1CDS1	1CDS1_405	0.275029395	0.021937626	0.112661013	0.081983318	0.296079478	207652	0.15756857	0.009761395	1	2.475182427	284	early-S	0.121519668	0.705605738	24380171.09	1.157284232
4	1CDS1_2950	1CDS1	1CDS1_406	0.340310022	0.023517399	0.099199327	0.052097857	0.259021946	210142	0.117678014	0.022244889	1	2.354603589	619	late-S/G2	0.082826644	0.804208774	26773060.45	1.220081912
4	1CDS1_2950	1CDS1	1CDS1_407	0.341431866	0.023920785	0.395335719	0.085009796	0.354241476	199576	0.154062704	0.06863682	1	2.164525482	469	early-S	0.097495925	0.767236172	26103785.03	1.279953801
4	1CDS1_2950	1CDS1	1CDS1_408	0.332616783	0.017806828	0.577715068	0.048436449	0.320025421	138243	0.115456264	0.011754053	1	2.316700258	89	G1	0.157467695	0.527639845	25994299.04	1.018340519
4	1CDS1_2950	1CDS1	1CDS1_411	0.292249047	0.00991039	0.31141823	0.056058441	0.343424058	6297	-0.061959536	0.004181459	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_412	0.367856139	0.017408313	0.428925188	0.062205189	0.351293295	142464	0.182204271	0.059047758	1	2.495812571	201	early-S	0.111032103	0.696092544	28499730.54	1.027704737
4	1CDS1_2950	1CDS1	1CDS1_413	0.336111504	0.018084167	0.450636758	0.05118494	0.418516516	134395	0.090194391	-0.012360949	1	2.285948408	50	G1	0.208238769	0.541411472	17474051.12	1.022275034
4	1CDS1_2950	1CDS1	1CDS1_414	0.281012166	0.037789215	0.111579016	0.070573087	0.317777785	370467	0.234815145	0.020106169	1	2.063036488	538	late-S/G2	0.103534199	0.783073274	22445380.28	1.286968925
4	1CDS1_2950	1CDS1	1CDS1_415	0.338738866	0.02469176	0.092428775	0.068475104	0.245229792	226198	0.110832292	0.11093522	1	2.164159473	407	early-S	0.112143086	0.75842069	26016497.43	1.226050476
4	1CDS1_2950	1CDS1	1CDS1_416	0.370510456	0.015320403	0.459994604	0.033653546	0.421238927	95978	0.073646587	0.062423679	1	2.384837626	60	G1	0.172803845	0.54566502	19728244.27	1.054414392
4	1CDS1_2950	1CDS1	1CDS1_417	0.361730382	0.019495138	0.078348715	0.061543011	0.236031984	138650	0.158398408	-0.032501136	1	2.540826577	261	early-S	0.119422229	0.697977105	26633960.66	1.130902892
4	1CDS1_2950	1CDS1	1CDS1_418	0.3289417	0.028884759	0.09139821	0.060458039	0.227246158	243822	0.130356734	0.05467191	1	2.121401016	465	early-S	0.118068228	0.759585076	26719503.37	1.290827962
4	1CDS1_2950	1CDS1	1CDS1_421	0.315934254	0.018920968	0.545791449	0.063845137	0.332545265	131678	0.089005147	0.055750074	1	2.388273497	182	early-S	0.158670093	0.641952815	22409664.01	1.112318305
4	1CDS1_2950	1CDS1	1CDS1_422	0.266797023	0.023723141	0.071796234	0.098118708	0.304135508	219530	0.111213797	0.031057431	1	2.126264145	451	early-S	0.108684474	0.774254167	25559954.97	1.240452592
4	1CDS1_2950	1CDS1	1CDS1_423	0.203328701	0.019725799	0.489624426	0.106190568	0.304511409	208220	0.147554822	0.018647676	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_424	0.329032291	0.021530608	0.761855666	0.064567745	0.327766195	194989	0.138422771	0.03054803	1	2.396825564	302	early-S	0.124348973	0.71132396	24384809.44	1.165064901
4	1CDS1_2950	1CDS1	1CDS1_425	0.344810596	0.025362607	0.120120756	0.046846678	0.283355871	203024	0.116078304	0.05478084	1	2.08539582	617	late-S/G2	0.080346648	0.810059627	26155541.11	1.287503994
4	1CDS1_2950	1CDS1	1CDS1_426	0.348299855	0.019648937	0.123167225	0.047728057	0.199031978	188275	0.135019395	-0.003493073	1	2.505918743	167	early-S	0.127051184	0.651560645	29230770.83	1.055041729
4	1CDS1_2950	1CDS1	1CDS1_427	0.315022779	0.023648313	0.110114903	0.031565903	0.408997647	241273	0.067176704	-0.047316615	1	2.418407078	49	G1	0.180254226	0.483220751	21244847.47	1.012016123
4	1CDS1_2950	1CDS1	1CDS1_428	0.35451399	0.020339161	0.501630855	0.059041329	0.438495964	119916	0.12549744	0.01738305	1	2.299854243	445	early-S	0.123605913	0.732467582	20840915.11	1.317424666
4	1CDS1_2950	1CDS1	1CDS1_431	0.314094646	0.01330308	0.163696567	0.074020443	0.259943171	23480	0.101790468	0.01434107	1	2.16473416	592	late-S/G2	0.085750775	0.802225871	23524898.36	1.297974616
4	1CDS1_2950	1CDS1	1CDS1_432	0.361538627	0.022802699	0.124265241	0.056786815	0.45766916	185853	0.148199907	-0.001803568	1	2.207497479	629	late-S/G2	0.089757823	0.812390272	20573785.98	1.272502091
4	1CDS1_2950	1CDS1	1CDS1_433	0.308500689	0.016144954	0.479708629	0.081416151	0.384173777	135833	0.152577882	0.087522252	1	2.480889738	227	early-S	0.129363248	0.695288592	24673427.7	1.087486859
4	1CDS1_2950	1CDS1	1CDS1_434	0.353561453	0.018110446	0.088483204	0.064818163	0.324688618	157641	0.112741925	0.013238419	1	2.316756547	349	early-S	0.118081763	0.744995623	23663934.95	1.174385697
4	1CDS1_2950	1CDS1	1CDS1_435	0.340374645	0.030723833	0.118184199	0.061070276	0.341898889	266790	0.128302519	0.041818782	1	2.168129566	653	late-S/G2	0.086018842	0.819195895	22480316.61	1.274817196
4	1CDS1_2950	1CDS1	1CDS1_436	0.357403749	0.026657147	0.086607951	0.059303609	0.298104572	241014	0.149185843	0.025919669	1	2.166012121	621	late-S/G2	0.089810261	0.810788913	21608575.59	1.275480017
4	1CDS1_2950	1CDS1	1CDS1_437	0.368298685	0.028394325	0.236247729	0.079753578	0.294625022	257769	0.132801537	0.06444879	1	2.151696045	559	late-S/G2	0.096139627	0.786497366	25938012.35	1.255044175
4	1CDS1_2950	1CDS1	1CDS1_438	0.304246609	0.026122601	0.550134797	0.062156616	0.324292042	229516	0.127272217	0.03987622	1	2.245921302	612	late-S/G2	0.08234092	0.801365536	26215269.6	1.210584802
4	1CDS1_2950	1CDS1	1CDS1_441	0.342366197	0.015281277	0.160979619	0.067432174	0.370084023	71064	0.149169801	0.064857794	1	2.208115961	405	early-S	0.114527477	0.720794718	23835556.46	1.30617625
4	1CDS1_2950	1CDS1	1CDS1_442	0.377188843	0.016106095	0.372597685	0.060603943	0.362213058	114481	0.180951786	0.109452172	1	2.341093263	439	early-S	0.108031979	0.7699971	22112852.38	1.230030116
4	1CDS1_2950	1CDS1	1CDS1_443	0.323001254	0.013137126	0.089131513	0.058028831	0.25019546	51888	0.113678276	-0.036841369	1	2.465858547	315	early-S	0.111929678	0.737254081	26223881.9	1.13499586
4	1CDS1_2950	1CDS1	1CDS1_444	0.410471819	0.015508776	0.420811472	0.058410891	0.203975905	93800	0.104667912	-0.017755523	1	2.004611255	372	early-S	0.13709984	0.735609459	28221126.98	1.2377889
4	1CDS1_2950	1CDS1	1CDS1_445	0.336068738	0.018374908	7.834222616	0.046787957	0.464793907	160661	0.112445834	0.029747651	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_446	0.31867023	0.020396356	0.394324328	0.08186893	0.249059518	186480	0.140026935	0.024002336	1	2.429393956	278	early-S	0.117667667	0.713678458	26508444.74	1.128634696
4	1CDS1_2950	1CDS1	1CDS1_447	0.320676526	0.025736482	0.795816754	0.119079388	0.176885223	252571	0.095523354	0.035157607	1	2.173408184	426	early-S	0.118931281	0.733527434	26435162.04	1.29769701
4	1CDS1_2950	1CDS1	1CDS1_448	0.36291008	0.017133016	0.583352959	0.063915205	0.287321435	94156	0.087767481	-0.032364551	1	2.300947674	458	early-S	0.106404591	0.733937732	26660957.91	1.338254694
4	1CDS1_2950	1CDS1	1CDS1_451	0.252386087	0.019612093	0.218978314	0.07935716	0.338345444	162342	0.12282889	0.040005712	1	2.523104276	393	early-S	0.099342342	0.78042501	22413965.38	1.165106657
4	1CDS1_2950	1CDS1	1CDS1_452	0.323364053	0.021207183	0.895633853	0.071437445	0.251245593	177092	0.128817395	0.0184052	1	2.506930492	216	early-S	0.130645181	0.653920696	24768647.98	1.158413455
4	1CDS1_2950	1CDS1	1CDS1_453	0.355708166	0.0182156	0.094151034	0.083017996	0.352158967	147197	0.132867074	0.025165176	1	2.383213219	255	early-S	0.137049675	0.691498786	24877183.24	1.135608152
4	1CDS1_2950	1CDS1	1CDS1_454	0.301196288	0.015796258	8.351441747	0.085367413	0.247307503	132942	0.265630464	0.081767713	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_455	0.342786347	0.020405157	0.132397186	0.06618355	0.326342298	157864	0.165188081	0.027644639	1	2.254074877	625	late-S/G2	0.085151037	0.810447394	23233738.17	1.259388637
4	1CDS1_2950	1CDS1	1CDS1_456	0.363078879	0.015502697	0.13813865	0.059909338	0.548318256	116476	0.127545184	-0.017615586	1	2.328585343	43	G1	0.214041912	0.497244628	18913397.24	1.029588287
4	1CDS1_2950	1CDS1	1CDS1_457	0.338206391	0.020789936	0.106751304	0.049494142	0.181611793	181375	0.095987731	0.039798908	1	2.363993815	233	early-S	0.130832687	0.684904722	27144958.95	1.11883842
4	1CDS1_2950	1CDS1	1CDS1_458	0.348380532	0.027474339	0.109019903	0.056335799	0.246389494	240096	0.153015168	0.091545422	1	2.362539793	628	late-S/G2	0.085679619	0.806418328	28893161.56	1.214290668
4	1CDS1_2950	1CDS1	1CDS1_461	0.324840474	0.018894304	0.131340205	0.083451632	0.388049871	131729	0.108896517	0.018434835	1	2.313548835	394	early-S	0.112943201	0.749242685	24906562.2	1.235017716
4	1CDS1_2950	1CDS1	1CDS1_462	0.343087967	0.023682157	0.490982824	0.05925358	0.366221172	187802	0.12797348	0.029592122	1	1.999819399	535	late-S/G2	0.089459294	0.779074828	25672599.71	1.289646646
4	1CDS1_2950	1CDS1	1CDS1_463	0.352521957	0.019064182	0.135830452	0.064599718	0.305454749	143174	0.098068723	0.053955081	1	2.123966566	440	early-S	0.113063893	0.756639549	26861850.65	1.260101842
4	1CDS1_2950	1CDS1	1CDS1_464	0.330322244	0.013653789	0.101291048	0.059111119	0.327213933	115156	0.092530428	0.052273749	1	2.431015433	253	early-S	0.126324384	0.70163101	24677511.24	1.112053205
4	1CDS1_2950	1CDS1	1CDS1_465	0.257884607	0.01949236	0.513596089	0.087321114	0.32379619	188179	0.147251236	0.094454786	1	2.312245219	398	early-S	0.101799862	0.75022748	24975719.13	1.235410309
4	1CDS1_2950	1CDS1	1CDS1_466	0.349966252	0.02277143	0.107664849	0.052037384	0.394446643	185213	0.162244917	0.076905515	1	2.120181598	654	late-S/G2	0.084116267	0.817740149	21307846.04	1.256120392
4	1CDS1_2950	1CDS1	1CDS1_467	0.321821539	0.023288345	0.224832815	0.05672786	0.333082426	156008	0.171673455	0.054091379	1	2.067332438	638	late-S/G2	0.082873004	0.825912832	23348269.52	1.379376652
4	1CDS1_2950	1CDS1	1CDS1_468	0.347981749	0.022020709	0.328355024	0.059000206	0.347221901	194440	0.107692005	0.038054246	1	2.529541127	275	early-S	0.127460359	0.698477363	22703744.5	1.156866865
4	1CDS1_2950	1CDS1	1CDS1_471	0.345900794	0.017366062	0.104034491	0.068386669	0.322854243	114496	0.087882729	0.020635026	1	2.104063397	526	late-S/G2	0.104025802	0.771683376	22351193.26	1.277478086
4	1CDS1_2950	1CDS1	1CDS1_472	0.327214913	0.018229874	0.558841616	0.064297	0.262947491	112027	0.048567762	0.0367609	1	2.288591314	367	early-S	0.109882915	0.723424742	26802298.81	1.254037747
4	1CDS1_2950	1CDS1	1CDS1_473	0.293692457	0.018686073	0.436962705	0.104303009	0.388122125	161817	0.122844584	0.071106278	1	2.361772351	103	G1	0.156143697	0.594706731	23751625.19	1.055072572
4	1CDS1_2950	1CDS1	1CDS1_474	0.368042554	0.017662134	0.374569653	0.051104562	0.184911635	124529	0.168225462	0.106364418	1	2.006732198	662	late-S/G2	0.081607291	0.822250639	27223024.24	1.281144386
4	1CDS1_2950	1CDS1	1CDS1_475	0.292834891	0.008406215	0.219532129	0.085662369	0.391893701	11557	0.143073465	0.097110323	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_476	0.191900558	0.015394885	0.128373726	0.040963626	0.389360188	136609	0.096626549	0.008625739	1	2.017647667	8	G1	0.251411272	0.387758354	17257442.61	1.070214333
4	1CDS1_2950	1CDS1	1CDS1_477	0.326850881	0.024356629	0.117122028	0.066762165	0.337079135	223390	0.12074452	0.018351953	1	2.373597716	322	early-S	0.118394571	0.72956996	26633365.99	1.159305613
4	1CDS1_2950	1CDS1	1CDS1_478	0.3971435	0.016521828	0.678460878	0.05563864	0.330015992	75559	0.166209411	0.117507627	1	2.222459061	681	late-S/G2	0.075803097	0.831853148	24208282.27	1.31466296
4	1CDS1_2950	1CDS1	1CDS1_481	0.360177247	0.013038559	0.293046859	0.066786482	0.22962487	31159	0.050994639	0.019000586	1	2.254332036	434	early-S	0.111145344	0.74990372	26337196.89	1.267530976
4	1CDS1_2950	1CDS1	1CDS1_482	0.260203632	0.017270242	0.086709817	0.080133262	0.36058094	124867	0.128498022	0.090166532	1	2.222177173	615	late-S/G2	0.08313141	0.809556212	24100698.96	1.285277736
4	1CDS1_2950	1CDS1	1CDS1_483	0.339931415	0.014996712	0.103721452	0.069930903	0.301422425	75546	0.11172497	0.068163386	1	2.400850909	314	early-S	0.113952716	0.720885292	25459918.29	1.16913355
4	1CDS1_2950	1CDS1	1CDS1_484	0.310552775	0.023466905	0.105957245	0.056814048	0.392318032	181434	0.172261711	-0.001100813	1	2.1401816	630	late-S/G2	0.092244964	0.814162582	20178761.27	1.287066684
4	1CDS1_2950	1CDS1	1CDS1_485	0.362094189	0.017296776	0.169873738	0.059134429	0.135792242	118442	0.090037839	0.012247917	1	2.214682518	429	early-S	0.114852434	0.740551936	30000488.06	1.2869747
4	1CDS1_2950	1CDS1	1CDS1_486	0.345088102	0.015483266	0.49130162	0.063396398	0.309779001	127594	0.136008957	0.028686885	1	2.360962928	142	G1	0.144607552	0.62549003	28194880.17	1.081528093
4	1CDS1_2950	1CDS1	1CDS1_487	0.345306172	0.016577997	0.349690937	0.062136099	0.348567625	65952	0.173429076	-0.015355486	1	2.36557011	512	early-S	0.096633677	0.770386117	24633610.94	1.330064784
4	1CDS1_2950	1CDS1	1CDS1_488	0.204166667	0.004547244	0.480347722	0.103333333	0.316936899	1200	Inf	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_491	0.335602919	0.017605925	0.139158046	0.071233788	0.400748411	90210	0.186158204	0.016869583	1	2.291206695	375	early-S	0.112827739	0.741356751	23485995.17	1.228194097
4	1CDS1_2950	1CDS1	1CDS1_492	0.36991243	0.011315119	0.37819734	0.069444081	0.450311303	38261	0.155308429	0.001159272	1	2.580386047	268	early-S	0.135360212	0.721017845	21700324.51	1.098641941
4	1CDS1_2950	1CDS1	1CDS1_493	0.329259803	0.015557717	0.112110137	0.064735776	0.38602666	80481	0.090691466	0.017479595	1	2.26892031	412	early-S	0.100675807	0.762800011	24770516.75	1.219250749
4	1CDS1_2950	1CDS1	1CDS1_494	0.342972437	0.01431835	0.494996289	0.058885105	0.400142487	71648	0.125520439	-0.020846576	1	2.264274542	486	early-S	0.10163581	0.769274664	24990489.01	1.29756647
4	1CDS1_2950	1CDS1	1CDS1_495	0.291251964	0.005126414	0.437409993	0.082722513	0.190042299	1910	0.041736027	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_496	0.368441714	0.018471948	0.342625969	0.072451698	0.402074481	145283	0.154833007	0.044108424	1	2.347707623	365	early-S	0.125426372	0.745525128	20724354.83	1.204050607
4	1CDS1_2950	1CDS1	1CDS1_497	0.358871537	0.022151668	0.108565716	0.06655316	0.281476974	184424	0.130928624	0.071797991	1	2.332229052	305	early-S	0.110549464	0.727076752	28039797.16	1.144431405
4	1CDS1_2950	1CDS1	1CDS1_498	0.350472131	0.017256705	0.905944012	0.079321873	0.374525329	33799	0.143525164	0.06354289	1	2.496957028	303	early-S	0.138057079	0.669829889	23035164.84	1.264526614
4	1CDS1_2950	1CDS1	1CDS1_501	0.304132	0.05388332	0.184680673	0.062622031	0.290899691	436363	0.059985768	0.036702056	1	2.194274252	507	early-S	0.10851036	0.774688678	25027788.86	1.308549549
4	1CDS1_2950	1CDS1	1CDS1_502	0.27666262	0.0451001	0.104357182	0.036951798	0.462735076	475348	0.063074962	-0.000381603	1	2.181432021	21	G1	0.255909601	0.473570048	15528961.17	1.023128537
4	1CDS1_2950	1CDS1	1CDS1_503	0.31780283	0.055120549	0.101205933	0.090439912	0.387857463	541176	0.111341358	5.71E-05	1	2.297700612	363	early-S	0.117814035	0.743401098	22709993.92	1.207888227
4	1CDS1_2950	1CDS1	1CDS1_504	0.136584576	0.008067473	0.207595267	0.069138601	0.291390275	6176	0.095128567	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_505	0.305395764	0.023707572	0.135541758	0.027809045	0.363562709	120824	0.083336762	0.03900107	1	1.948643861	9	G1	0.269568222	0.409542982	16422872.69	1.033687298
4	1CDS1_2950	1CDS1	1CDS1_506	0.317325539	0.03299561	0.474109504	0.072023283	0.160477577	187606	0.13500574	0.031139212	1	2.219451684	418	early-S	0.104494945	0.757537116	27078957.03	1.238133089
4	1CDS1_2950	1CDS1	1CDS1_507	0.363624228	0.022756268	0.596820607	0.0601369	0.363334457	52447	0.051979201	0.062230027	1	2.445183927	70	G1	0.162570472	0.562544045	21210837.29	1.042535637
4	1CDS1_2950	1CDS1	1CDS1_508	0.301714406	0.027281268	0.100548686	0.075556198	0.372952307	179972	0.079123842	0.02188017	1	2.455967278	288	early-S	0.11515696	0.726603743	24195224.42	1.117836693
4	1CDS1_2950	1CDS1	1CDS1_511	0.323253464	0.045953274	0.202345836	0.068356614	0.216175834	388374	0.147884703	0.006673012	1	2.427701404	331	early-S	0.115538444	0.731617056	27772938.8	1.165778545
4	1CDS1_2950	1CDS1	1CDS1_512	0.349851451	0.037453139	0.449937702	0.079201053	0.2316633	279668	0.118267727	0.099246072	1	2.277529705	285	early-S	0.129689218	0.699299851	26641004.61	1.17417048
4	1CDS1_2950	1CDS1	1CDS1_513	0.321199801	0.018658118	0.061118156	0.418448661	0.095016178	52329	0.097660106	-0.01040881	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_514	0.3043161	0.028146326	0.519895109	0.071415546	0.454920333	202896	0.13802511	0.001978957	1	2.596207697	162	early-S	0.148527999	0.642833238	21718674.12	1.041397436
4	1CDS1_2950	1CDS1	1CDS1_515	0.36286201	0.019335893	0.148279417	0.053572514	0.397518306	16445	0.072436028	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_516	0.325374565	0.021506715	0.193376798	0.073836105	0.436667233	56341	0.123847562	-0.011295365	1	2.437657538	160	early-S	0.137642765	0.622394913	22791485.66	1.078181145
4	1CDS1_2950	1CDS1	1CDS1_517	0.258492653	0.013463517	0.371172211	0.093735206	0.134651781	6337	0.021036145	0.074829287	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_518	0.309739341	0.021813007	0.967203432	0.059570831	0.400797011	67852	0.172973044	0.099451052	1	2.119181579	747	late-S/G2	0.07804974	0.848061863	23009126.95	1.312571428
4	1CDS1_2950	1CDS1	1CDS1_521	0.262793824	0.06436382	0.147472679	0.086412844	0.410659566	630808	0.163197269	0.013695589	1	2.244997168	466	early-S	0.094285225	0.762346606	23988425.62	1.286387487
4	1CDS1_2950	1CDS1	1CDS1_522	0.377565923	0.028102462	0.106834378	0.060082721	0.243168447	136362	0.135023274	0.014629434	1	2.333257892	330	early-S	0.119634656	0.709641217	26804898.84	1.212400633
4	1CDS1_2950	1CDS1	1CDS1_523	0.381721982	0.02046653	0.492424989	0.077322562	0.369570778	10398	0.045277129	-0.021466833	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_524	0.324053612	0.018921809	0.190715894	0.080349971	0.240311563	34860	-0.012683555	0.088508115	1	2.444886104	345	early-S	0.113397378	0.728806958	25857643.15	1.205880843
4	1CDS1_2950	1CDS1	1CDS1_525	0.32273752	0.028679236	0.110350699	0.069186271	0.402085086	186352	0.12679917	0.054433987	1	2.404741193	215	early-S	0.140645263	0.677808225	23873175.21	1.102918374
4	1CDS1_2950	1CDS1	1CDS1_526	0.326313176	0.033948335	0.897108658	0.05259768	0.239274299	229782	0.084125468	0.04330898	1	2.328819014	576	late-S/G2	0.077992233	0.798694683	29010953.37	1.303074063
4	1CDS1_2950	1CDS1	1CDS1_527	0.18853844	0.009510437	0.624194837	0.076847291	0.240786775	7105	0.589811963	0.114199708	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_528	0.225710797	0.014279771	0.858007251	0.096324682	0.332088224	5741	0.077163948	0.079227478	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_531	0.358205999	0.020626728	0.467992276	0.064699559	0.351541397	35348	0.07311281	0.045907037	1	2.191816071	385	early-S	0.118724948	0.719921105	25815726.33	1.287630079
4	1CDS1_2950	1CDS1	1CDS1_532	0.265812839	0.014559399	0.238695608	0.059654631	0.331011553	12740	0.058183244	0.073260778	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_533	0.264599202	0.010331524	0.42776076	0.076839435	0.323112471	5518	0.007763101	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_534	0.326977401	0.014596239	0.424536335	0.075711263	0.358688582	4253	0.37060807	Inf	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_535	0.286287898	0.028232558	0.446015534	0.09027458	0.303504899	206315	0.11324864	0.076918268	1	2.357853585	264	early-S	0.126826486	0.708504594	25543251.02	1.116441713
4	1CDS1_2950	1CDS1	1CDS1_536	0.352994555	0.01532811	0.267093388	0.08486862	0.473182414	3311	0.181495545	0.081454601	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_537	0.292100625	0.009776762	0.211720037	0.061819347	0.148786342	6244	0.102686113	0.123439579	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_538	0.309130913	0.018161259	0.642309178	0.093777931	0.380612782	14545	0.020409264	0.079008112	0	NA	NA	NA	NA	NA	NA	NA
4	1CDS1_2950	1CDS1	1CDS1_541	0.350684181	0.048794321	0.531088173	0.071914784	0.36292336	438227	0.183008332	0.044459924	1	2.327322585	316	early-S	0.11877199	0.706487758	24089132.46	1.20726293
